goodsNo,리뷰번호,리뷰타입,작성자,리뷰내용,평점,체험단,구매옵션,키,몸무게,성별,작성일,만족도,사진유무,도움돼요,브랜드,카테고리,구매사이즈,구매상세,연도,월,일,요일,평점_raw,만족도_응답여부,사이즈,화면대비색감,퀄리티,구김,두께감,신축성,색감,퀄리티_점수,신축성_점수,두께감_점수,구김_점수,사이즈_편차,사이즈_편차절대,화면대비색감_편차,화면대비색감_편차절대,색감_편차,색감_편차절대,리뷰내용_clean,리뷰내용_norm,laugh_count,cry_count,exclamation_count,question_count,emoji_count,has_repetition,text_length_orig,한글_글자수,전체_글자수,is_valid_for_topic,작성자_norm,옵션키,세션,long_gap_review,그룹크기,action,dup_flag,is_base,kept_id
﻿6351540,84689025,general,중대한제노바구두,등판 로고 포인트가 힙하고 원단이 탄탄해서 데일리로 입기 좋습니다.,5.0,False,M,165.0,80.0,남성,2026-05-23 18:44:46,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,M,,2026,5,23,토,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,등판 로고 포인트가 힙하고 원단이 탄탄해서 데일리로 입기 좋습니다.,등판로고포인트가힙하고원단이탄탄해서데일리로입기좋습니다,0,0,0,0,0,False,37,28,37,True,중대한제노바구두,"('M', None)",0,False,1,keep,unique,True,84689025
﻿4280526,84689038,general,느긋한브뤼셀치마,원래 라지입는분들은 무조건 미디움 ㄱㄱ 색감은 진짜 예쁨,5.0,False,LARGE,180.0,85.0,남성,2026-05-23 18:45:21,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 두께감: 적당함,False,0,travel,아우터,LARGE,,2026,5,23,토,5,응답,조금 큼,화면과 비슷,매우 좋음,,적당함,,,5.0,,3.0,,1.0,1.0,0.0,0.0,,,원래 라지입는분들은 무조건 미디움 ㄱㄱ 색감은 진짜 예쁨,원래라지입는분들은무조건미디움색감은진짜예쁨,0,0,0,0,0,False,31,22,31,True,느긋한브뤼셀치마,"('LARGE', None)",0,False,1,keep,unique,True,84689038
﻿6109150,84689162,style,중대한제노바구두,체크 패턴이 시원해 보이고 핏이 넉넉해서 데일리로 입기 좋아요.,5.0,False,M,165.0,80.0,남성,2026-05-23 18:51:08,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 구김: 약간 있음,True,0,filluminate,상의,M,,2026,5,23,토,5,응답,정사이즈,화면과 비슷,보통,약간 있음,,,,3.0,,,3.0,0.0,0.0,0.0,0.0,,,체크 패턴이 시원해 보이고 핏이 넉넉해서 데일리로 입기 좋아요.,체크패턴이시원해보이고핏이넉넉해서데일리로입기좋아요,0,0,0,0,0,False,35,26,35,True,중대한제노바구두,"('M', None)",0,False,1,keep,unique,True,84689162
﻿6219039,84689302,general,화려한뉴욕아우터,비치지않는 살짝얇은 소재라 점점 더워지는 여름에 입기 딱좋아요,5.0,False,LARGE,170.0,85.0,남성,2026-05-23 18:58:26,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 얇음 / 신축성: 적당함,True,0,travel,상의,LARGE,,2026,5,23,토,5,응답,정사이즈,화면과 비슷,,,얇음,적당함,,,3.0,2.0,,0.0,0.0,0.0,0.0,,,비치지않는 살짝얇은 소재라 점점 더워지는 여름에 입기 딱좋아요,비치지않는살짝얇은소재라점점더워지는여름에입기딱좋아요,0,0,0,0,0,False,34,27,34,True,화려한뉴욕아우터,"('LARGE', None)",0,False,1,keep,unique,True,84689302
﻿3455892,84689674,general,단단한종로캐리어,배송 빨라요 적당한 두께감에 오버핏이예요.두루 잘어울려요,5.0,False,M,160.0,45.0,여성,2026-05-23 19:16:53,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 두께감: 적당함,True,0,filluminate,아우터,M,,2026,5,23,토,5,응답,조금 큼,화면과 비슷,보통,,적당함,,,3.0,,3.0,,1.0,1.0,0.0,0.0,,,배송 빨라요 적당한 두께감에 오버핏이예요.두루 잘어울려요,배송빨라요적당한두께감에오버핏이예요두루잘어울려요,0,0,0,0,0,False,31,25,31,True,단단한종로캐리어,"('M', None)",0,False,1,keep,unique,True,84689674
﻿552760,84690025,general,Cobra7023,이너티로 입기 진짜 좋은 것같아요. 불편하지도 않고 오히려 착용하기가 너무 좋습니다,5.0,False,화이트 · L,178.0,80.0,남성,2026-05-23 19:30:36,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,jemut,상의,L,화이트,2026,5,23,토,5,응답,정사이즈,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,0.0,0.0,0.0,0.0,,,이너티로 입기 진짜 좋은 것같아요. 불편하지도 않고 오히려 착용하기가 너무 좋습니다,이너티로입기진짜좋은것같아요불편하지도않고오히려착용하기가너무좋습니다,0,0,0,0,0,False,46,35,46,True,Cobra7023,"('L', '화이트')",0,False,1,keep,unique,True,84690025
4969807,84690277,general,단순한라벤더스판,이쁘고 코디하기 평해용 다른 색도 사려구요 굿굿,5.0,False,BROWN · L,182.0,75.0,남성,2026-05-23 19:43:09,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,False,0,filluminate,하의,L,BROWN,2026,5,23,토,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,3.0,,,0.0,0.0,0.0,0.0,,,이쁘고 코디하기 평해용 다른 색도 사려구요 굿굿,이쁘고코디하기평해용다른색도사려구요굿굿,0,0,0,0,0,False,26,20,26,True,단순한라벤더스판,"('L', 'BROWN')",0,False,1,keep,unique,True,84690277
6394321,84690282,experience,에몽잉ㅇ,"사이즈 m으로할지 L로할지 고민하다 L로 선택했어요! 전체적으로 핏이 루즈해서 편하게 입기 좋고, 제가 원하던 기장감의 느낌이라 더 마음에 들었어요! L라고해서 너무 안어울리게 크기만 하지않아서 예쁜 오버핏반팔티 찾으시면 이거 구매하시면 될것같아요! 색감도 홈페이지 사진이랑 거의 똑같고  실제로 입으니까 더 예쁜것같아요! 색상은 사진에서 세번째 네번째 후기사진이 실제 색깔이랑 비슷하게 나온것같아요! 청바지랑 캐주얼하게 매치해도 잘 어울릴 것 같고, 제가 입은 것처럼 스커트랑 코디해도 꾸안꾸 데일리느낌으로 예쁘게 입기에도 좋을 것 같아요. 뒤 프린팅도 포인트 돼서 무난함에 포인트로 딱인것같아요. 데일리로 손 자주 갈 것 같아서 만족합니다^__^",5.0,True,L,165.0,51.0,여성,2026-05-23 19:43:47,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 강함,True,0,filluminate,상의,L,,2026,5,23,토,5,응답,조금 큼,화면과 비슷,,,적당함,강함,,,4.0,3.0,,1.0,1.0,0.0,0.0,,,"사이즈 m으로할지 L로할지 고민하다 L로 선택했어요! 전체적으로 핏이 루즈해서 편하게 입기 좋고, 제가 원하던 기장감의 느낌이라 더 마음에 들었어요! L라고해서 너무 안어울리게 크기만 하지않아서 예쁜 오버핏반팔티 찾으시면 이거 구매하시면 될것같아요! 색감도 홈페이지 사진이랑 거의 똑같고 실제로 입으니까 더 예쁜것같아요! 색상은 사진에서 세번째 네번째 후기사진이 실제 색깔이랑 비슷하게 나온것같아요! 청바지랑 캐주얼하게 매치해도 잘 어울릴 것 같고, 제가 입은 것처럼 스커트랑 코디해도 꾸안꾸 데일리느낌으로 예쁘게 입기에도 좋을 것 같아요. 뒤 프린팅도 포인트 돼서 무난함에 포인트로 딱인것같아요. 데일리로 손 자주 갈 것 같아서 만족합니다^__^",사이즈m으로할지l로할지고민하다l로선택했어요전체적으로핏이루즈해서편하게입기좋고제가원하던기장감의느낌이라더마음에들었어요l라고해서너무안어울리게크기만하지않아서예쁜오버핏반팔티찾으시면이거구매하시면될것같아요색감도홈페이지사진이랑거의똑같고실제로입으니까더예쁜것같아요색상은사진에서세번째네번째후기사진이실제색깔이랑비슷하게나온것같아요청바지랑캐주얼하게매치해도잘어울릴것같고제가입은것처럼스커트랑코디해도꾸안꾸데일리느낌으로예쁘게입기에도좋을것같아요뒤프린팅도포인트돼서무난함에포인트로딱인것같아요데일리로손자주갈것같아서만족합니다,0,0,5,0,0,False,363,265,362,True,에몽잉ㅇ,"('L', None)",0,False,1,keep,unique,True,84690282
5249256,84690501,general,이스터 섬,허리 짱짱함 허리 얇고 170 초반이면 s ㄱㄱ 다리 긴사람 m ㄱㄱ,5.0,False,MELANGE GREY · S,172.0,66.0,남성,2026-05-23 19:55:57,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,True,0,filluminate,하의,S,MELANGE GREY,2026,5,23,토,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,3.0,,,0.0,0.0,0.0,0.0,,,허리 짱짱함 허리 얇고 170 초반이면 s ㄱㄱ 다리 긴사람 m ㄱㄱ,허리짱짱함허리얇고170초반이면s다리긴사람m,0,0,0,0,0,False,38,18,38,True,이스터 섬,"('S', 'MELANGE GREY')",0,False,1,keep,unique,True,84690501
3244816,84690550,general,산뜻한크림색패치,다른 것 보다 편하긴 한데 이쁘건 잘 모르겠어요 한 번 세탁 해봐야할듯요,5.0,False,그레이 · M,161.0,48.0,여성,2026-05-23 19:58:47,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 강함,False,0,jemut,하의,M,그레이,2026,5,23,토,5,응답,정사이즈,화면과 비슷,보통,,,강함,,3.0,4.0,,,0.0,0.0,0.0,0.0,,,다른 것 보다 편하긴 한데 이쁘건 잘 모르겠어요 한 번 세탁 해봐야할듯요,다른것보다편하긴한데이쁘건잘모르겠어요한번세탁해봐야할듯요,0,0,0,0,0,False,40,29,40,True,산뜻한크림색패치,"('M', '그레이')",0,False,1,keep,unique,True,84690550
4969807,84690561,general,고명한크림캔버스,통이 살짝 넉넉해서 편하게 막 입기 좋아요! 여름용이라 얇고 시원해서 손이 자주 갈 것 같습니다😊,5.0,False,BEIGE · M,158.0,43.0,여성,2026-05-23 19:59:22,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 거의 없음,True,1,filluminate,하의,M,BEIGE,2026,5,23,토,5,응답,정사이즈,화면과 비슷,보통,,,거의 없음,,3.0,2.0,,,0.0,0.0,0.0,0.0,,,통이 살짝 넉넉해서 편하게 막 입기 좋아요! 여름용이라 얇고 시원해서 손이 자주 갈 것 같습니다,통이살짝넉넉해서편하게막입기좋아요여름용이라얇고시원해서손이자주갈것같습니다,0,0,1,0,1,False,54,38,53,True,고명한크림캔버스,"('M', 'BEIGE')",0,False,1,keep,unique,True,84690561
6352768,84690581,general,필요한광주잠옷,핏 너무 예쁘고 기장감이나 허리사이즈 딱 맞아요,5.0,False,M,161.0,70.0,여성,2026-05-23 20:00:48,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,False,0,filluminate,하의,M,,2026,5,23,토,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,3.0,,,0.0,0.0,0.0,0.0,,,핏 너무 예쁘고 기장감이나 허리사이즈 딱 맞아요,핏너무예쁘고기장감이나허리사이즈딱맞아요,0,0,0,0,0,False,26,20,26,True,필요한광주잠옷,"('M', None)",0,False,1,keep,unique,True,84690581
﻿5249256,84690615,style,이스터 섬,짱짱하고 두껍다 툭튀 없고 재질좋다 여름에 입고 돌아 다니면 안 될 두께. 170초반에 허리 얇다 s추천. 본인은 다리가 짧아서 그래도 길던데 끈으로 조절하니까 딱 좋음. 무료반품이라 부담 없으니 여기서 구매 ㄱㄱ 다음에도 여기서 구매 예정.,5.0,False,MELANGE GREY · S,172.0,66.0,남성,2026-05-23 20:02:35,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 신축성: 적당함,True,0,filluminate,하의,S,MELANGE GREY,2026,5,23,토,5,응답,정사이즈,화면과 비슷,매우 좋음,,,적당함,,5.0,3.0,,,0.0,0.0,0.0,0.0,,,짱짱하고 두껍다 툭튀 없고 재질좋다 여름에 입고 돌아 다니면 안 될 두께. 170초반에 허리 얇다 s추천. 본인은 다리가 짧아서 그래도 길던데 끈으로 조절하니까 딱 좋음. 무료반품이라 부담 없으니 여기서 구매 ㄱㄱ 다음에도 여기서 구매 예정.,짱짱하고두껍다툭튀없고재질좋다여름에입고돌아다니면안될두께170초반에허리얇다s추천본인은다리가짧아서그래도길던데끈으로조절하니까딱좋음무료반품이라부담없으니여기서구매다음에도여기서구매예정,0,0,0,0,0,False,135,91,135,True,이스터 섬,"('S', 'MELANGE GREY')",0,False,1,keep,unique,True,84690615
﻿987149,84690940,general,띠껍™,봉제선이 뒤에있는게 처음엔 어색했는데 옷도 편하고 데일리로 입기 적당해요,5.0,False,블랙 · 2XL,172.0,90.0,남성,2026-05-23 20:20:27,사이즈: 많이 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,False,0,jemut,상의,2XL,블랙,2026,5,23,토,5,응답,많이 큼,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,2.0,2.0,0.0,0.0,,,봉제선이 뒤에있는게 처음엔 어색했는데 옷도 편하고 데일리로 입기 적당해요,봉제선이뒤에있는게처음엔어색했는데옷도편하고데일리로입기적당해요,0,0,0,0,0,False,40,32,40,True,띠껍™,"('2XL', '블랙')",0,False,1,keep,unique,True,84690940
6394301,84691076,experience,흔한패션,먼저 체험단의 기회를 주셔서 감사합니다!  색상은 사진이 좀 밝게 나와 자주색 처럼 보이는데 실제 색상은 브라운색입니다. 색상이 예쁘게 잘 나온거 같습니다.  두께는 두껍지않아 한여름에도 덥지읺게 입을 수 있을 거 같네요. 색상이 색상인지라 당연히 꼭지는 비치지않아요. 빳빳하지않고 부드러워서 잘 입을 수 있을거 같아요. 그렇다고 너무 축 쳐지지도 않고 좋네요.  전 173에 73kg인데 M사이즈를 입었어요. 기장은 좀 길게 나온거 같아요. 살짝 깁니다만 애초에 크롭한 컨셉이 아니기에 문제가 되진 않을거 같고 애초에 살찍 오버핏으로 나온가 같네요. 오히려 오버핏이라 체형보완도 좀 되고 좋은거 같습니다. 넉넉한 핏 원하시면 정사이즈 가시고 좀 핏하게 입으시길 원하신다면 한사이즈 다운도 좋을거 같아요. 한사이즈업은 추천드리진않습니다.  마지막으로 총평을 하자면 여름에 입기좋은 시원하고 부드러운 오바핏의 반팔티인거 같습니다.  티가 너무 이쁘고  부드럽고 시원해서 여름내내 입고 다닐거 같네요. 만족스럽습니다.  체험단으로 이런 퀄 좋은 반팔티를 입을 기회가 생겨 감사합니다!!,5.0,True,M,173.0,70.0,남성,2026-05-23 20:27:39,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 얇음 / 신축성: 적당함,True,0,filluminate,상의,M,,2026,5,23,토,5,응답,조금 큼,화면과 비슷,,,얇음,적당함,,,3.0,2.0,,1.0,1.0,0.0,0.0,,,먼저 체험단의 기회를 주셔서 감사합니다! 색상은 사진이 좀 밝게 나와 자주색 처럼 보이는데 실제 색상은 브라운색입니다. 색상이 예쁘게 잘 나온거 같습니다. 두께는 두껍지않아 한여름에도 덥지읺게 입을 수 있을 거 같네요. 색상이 색상인지라 당연히 꼭지는 비치지않아요. 빳빳하지않고 부드러워서 잘 입을 수 있을거 같아요. 그렇다고 너무 축 쳐지지도 않고 좋네요. 전 173에 73kg인데 M사이즈를 입었어요. 기장은 좀 길게 나온거 같아요. 살짝 깁니다만 애초에 크롭한 컨셉이 아니기에 문제가 되진 않을거 같고 애초에 살찍 오버핏으로 나온가 같네요. 오히려 오버핏이라 체형보완도 좀 되고 좋은거 같습니다. 넉넉한 핏 원하시면 정사이즈 가시고 좀 핏하게 입으시길 원하신다면 한사이즈 다운도 좋을거 같아요. 한사이즈업은 추천드리진않습니다. 마지막으로 총평을 하자면 여름에 입기좋은 시원하고 부드러운 오바핏의 반팔티인거 같습니다. 티가 너무 이쁘고 부드럽고 시원해서 여름내내 입고 다닐거 같네요. 만족스럽습니다. 체험단으로 이런 퀄 좋은 반팔티를 입을 기회가 생겨 감사합니다!!,먼저체험단의기회를주셔서감사합니다색상은사진이좀밝게나와자주색처럼보이는데실제색상은브라운색입니다색상이예쁘게잘나온거같습니다두께는두껍지않아한여름에도덥지읺게입을수있을거같네요색상이색상인지라당연히꼭지는비치지않아요빳빳하지않고부드러워서잘입을수있을거같아요그렇다고너무축쳐지지도않고좋네요전173에73kg인데m사이즈를입었어요기장은좀길게나온거같아요살짝깁니다만애초에크롭한컨셉이아니기에문제가되진않을거같고애초에살찍오버핏으로나온가같네요오히려오버핏이라체형보완도좀되고좋은거같습니다넉넉한핏원하시면정사이즈가시고좀핏하게입으시길원하신다면한사이즈다운도좋을거같아요한사이즈업은추천드리진않습니다마지막으로총평을하자면여름에입기좋은시원하고부드러운오바핏의반팔티인거같습니다티가너무이쁘고부드럽고시원해서여름내내입고다닐거같네요만족스럽습니다체험단으로이런퀄좋은반팔티를입을기회가생겨감사합니다,0,0,3,0,0,False,549,393,542,True,흔한패션,"('M', None)",0,False,1,keep,unique,True,84691076
﻿6083685,84691190,general,JUHEEEEEEE,디자인 이뻐요 근데 생각보다 핏이 안이쁘네요 ㅜ 어정쩡한 느낌,4.0,False,S,160.0,50.0,여성,2026-05-23 20:33:54,사이즈: 조금 큼 / 화면 대비 색감: 어두움 / 두께감: 적당함 / 신축성: 적당함,False,0,travel,상의,S,,2026,5,23,토,4,응답,조금 큼,어두움,,,적당함,적당함,,,3.0,3.0,,1.0,1.0,-1.0,1.0,,,디자인 이뻐요 근데 생각보다 핏이 안이쁘네요 ㅜ 어정쩡한 느낌,디자인이뻐요근데생각보다핏이안이쁘네요어정쩡한느낌,0,1,0,0,0,False,34,25,34,True,JUHEEEEEEE,"('S', None)",0,False,1,keep,unique,True,84691190
4946729,84691201,general,채유:,클 줄 알았는데 생각보다 안컸어요 그래도 편하게 입기는 좋아요,5.0,False,MEDIUM,156.0,58.0,여성,2026-05-23 20:34:34,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 얇음 / 신축성: 강함,False,0,travel,상의,MEDIUM,,2026,5,23,토,5,응답,조금 큼,화면과 비슷,,,얇음,강함,,,4.0,2.0,,1.0,1.0,0.0,0.0,,,클 줄 알았는데 생각보다 안컸어요 그래도 편하게 입기는 좋아요,클줄알았는데생각보다안컸어요그래도편하게입기는좋아요,0,0,0,0,0,False,34,26,34,True,채유:,"('MEDIUM', None)",0,False,1,keep,unique,True,84691201
4969807,84691643,general,유익한볼캡,"적당히 좋습니다, 사계절 다 입을 수 있을거 같네요 가격대에 얼추 맞는거 같아요",5.0,False,BLACK · L,174.0,80.0,남성,2026-05-23 20:56:36,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 보통 / 신축성: 적당함,False,0,filluminate,하의,L,BLACK,2026,5,23,토,5,응답,정사이즈,화면과 비슷,보통,,,적당함,,3.0,3.0,,,0.0,0.0,0.0,0.0,,,"적당히 좋습니다, 사계절 다 입을 수 있을거 같네요 가격대에 얼추 맞는거 같아요",적당히좋습니다사계절다입을수있을거같네요가격대에얼추맞는거같아요,0,0,0,0,0,False,44,32,44,True,유익한볼캡,"('L', 'BLACK')",0,False,1,keep,unique,True,84691643
﻿4280527,84691690,general,모호한대치동캡,팔길이가 조금 길긴했는데 이건 제가 사이즈를 좀 많이 크게 사서 인것 같아요! 전체적으로 스타일도 예쁘고 너무 편하기 잘 입구 다닙니다ㅎㅎ 세일할때 얼른 주우세욤 남자친구도 잘 입구 이씀당 ㅎㅎ,5.0,False,MEDIUM,161.0,56.0,여성,2026-05-23 20:58:39,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 좋음 / 두께감: 적당함,True,0,travel,아우터,MEDIUM,,2026,5,23,토,5,응답,조금 큼,화면과 비슷,좋음,,적당함,,,4.0,,3.0,,1.0,1.0,0.0,0.0,,,팔길이가 조금 길긴했는데 이건 제가 사이즈를 좀 많이 크게 사서 인것 같아요! 전체적으로 스타일도 예쁘고 너무 편하기 잘 입구 다닙니다ㅎㅎ 세일할때 얼른 주우세욤 남자친구도 잘 입구 이씀당 ㅎㅎ,팔길이가조금길긴했는데이건제가사이즈를좀많이크게사서인것같아요전체적으로스타일도예쁘고너무편하기잘입구다닙니다세일할때얼른주우세욤남자친구도잘입구이씀당,2,0,1,0,0,False,108,76,108,True,모호한대치동캡,"('MEDIUM', None)",0,False,1,keep,unique,True,84691690
6394371,84691786,experience,LeeMak,바지가 여름에 입기 아주 좋습니다. 바스락거리는 재질로 얇아서 통기성이 좋아요. 시원하고 땀이 잘 나지 않는 재질이라 너무 맘에 들었습니다.  색깔도 카키색이 아주 잘 빠져서 상의는 대부분 다 잘 어울려요❤️ 10시간 가까이 입고 다녔는데 너무 편하게 휘뚜루마뚜루 잘 입고 다녔습니다~~   바지가 얇고 탄탄해서 흘러내리지도 않았고 키 160 기준으로 바닥에 끌리지 않았습니다. 발목에 끈이 있어서 줄일수도 있고 원하는 만큼 통을 조절할 수 있어요.  힙한 느낌도 한스푼 추가해서 자주 손이 갈 것 같아요 !!,5.0,True,KHAKI · M,162.0,51.0,여성,2026-05-23 21:02:48,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 신축성: 적당함,True,0,filluminate,하의,M,KHAKI,2026,5,23,토,5,응답,정사이즈,화면과 비슷,매우 좋음,,,적당함,,5.0,3.0,,,0.0,0.0,0.0,0.0,,,바지가 여름에 입기 아주 좋습니다. 바스락거리는 재질로 얇아서 통기성이 좋아요. 시원하고 땀이 잘 나지 않는 재질이라 너무 맘에 들었습니다. 색깔도 카키색이 아주 잘 빠져서 상의는 대부분 다 잘 어울려요 10시간 가까이 입고 다녔는데 너무 편하게 휘뚜루마뚜루 잘 입고 다녔습니다~~ 바지가 얇고 탄탄해서 흘러내리지도 않았고 키 160 기준으로 바닥에 끌리지 않았습니다. 발목에 끈이 있어서 줄일수도 있고 원하는 만큼 통을 조절할 수 있어요. 힙한 느낌도 한스푼 추가해서 자주 손이 갈 것 같아요 !!,바지가여름에입기아주좋습니다바스락거리는재질로얇아서통기성이좋아요시원하고땀이잘나지않는재질이라너무맘에들었습니다색깔도카키색이아주잘빠져서상의는대부분다잘어울려요10시간가까이입고다녔는데너무편하게휘뚜루마뚜루잘입고다녔습니다바지가얇고탄탄해서흘러내리지도않았고키160기준으로바닥에끌리지않았습니다발목에끈이있어서줄일수도있고원하는만큼통을조절할수있어요힙한느낌도한스푼추가해서자주손이갈것같아요,0,0,2,0,1,True,285,195,279,True,LeeMak,"('M', 'KHAKI')",0,False,1,keep,unique,True,84691786
4969807,84692258,general,Mdj78,여름에 딱 입기 좋은 재질 + 컬러감도 시원하고 잘 빠졌어요.,5.0,False,LIGHT BLUE · M,167.0,63.0,여성,2026-05-23 21:29:41,사이즈: 정사이즈 / 화면 대비 색감: 화면과 비슷 / 퀄리티: 매우 좋음 / 신축성: 매우 강함,False,0,filluminate,하의,M,LIGHT BLUE,2026,5,23,토,5,응답,정사이즈,화면과 비슷,매우 좋음,,,매우 강함,,5.0,5.0,,,0.0,0.0,0.0,0.0,,,여름에 딱 입기 좋은 재질 + 컬러감도 시원하고 잘 빠졌어요.,여름에딱입기좋은재질컬러감도시원하고잘빠졌어요,0,0,0,0,0,False,34,23,34,True,Mdj78,"('M', 'LIGHT BLUE')",0,False,2,keep,multi_option_dup,True,84692258
6394383,84692317,experience,거대한카키래플,"좋은 기회로 제품을 받자마자 재질이 좋아서 이건 오래입겠다! 라고 느꼈습니다~! 부들부들해요  평소에 크게 입는걸 좋아하지만 공용옷에 넉넉해보여서 저는 S사이즈로 주문했는데, 엉덩이까지 덮어주는 딱 원하던 길이와 핏이라서 만족합니당!  조명에 따라 어두워 보이기도 하는데 실제로 보면 딱 이쁜 브라운 색상이에요~!  색상이 빈티지하면서 이쁘게 빠진 워싱이라 마음에 들어요!  세탁을 해도 목 부분 늘어남도 덜 할거 같고, 이정도면 가격대비 퀄리티가 좋습니다! 편하게 꾸안꾸 코디로 입기 좋은거 같아요~다른 색상이 사고싶어지네요…!",5.0,True,S,157.0,52.0,여성,2026-05-23 21:41:37,사이즈: 조금 큼 / 화면 대비 색감: 화면과 비슷 / 두께감: 적당함 / 신축성: 적당함,True,0,filluminate,상의,S,,2026,5,23,토,5,응답,조금 큼,화면과 비슷,,,적당함,적당함,,,3.0,3.0,,1.0,1.0,0.0,0.0,,,"좋은 기회로 제품을 받자마자 재질이 좋아서 이건 오래입겠다! 라고 느꼈습니다~! 부들부들해요 평소에 크게 입는걸 좋아하지만 공용옷에 넉넉해보여서 저는 S사이즈로 주문했는데, 엉덩이까지 덮어주는 딱 원하던 길이와 핏이라서 만족합니당! 조명에 따라 어두워 보이기도 하는데 실제로 보면 딱 이쁜 브라운 색상이에요~! 색상이 빈티지하면서 이쁘게 빠진 워싱이라 마음에 들어요! 세탁을 해도 목 부분 늘어남도 덜 할거 같고, 이정도면 가격대비 퀄리티가 좋습니다! 편하게 꾸안꾸 코디로 입기 좋은거 같아요~다른 색상이 사고싶어지네요…!",좋은기회로제품을받자마자재질이좋아서이건오래입겠다라고느꼈습니다부들부들해요평소에크게입는걸좋아하지만공용옷에넉넉해보여서저는s사이즈로주문했는데엉덩이까지덮어주는딱원하던길이와핏이라서만족합니당조명에따라어두워보이기도하는데실제로보면딱이쁜브라운색상이에요색상이빈티지하면서이쁘게빠진워싱이라마음에들어요세탁을해도목부분늘어남도덜할거같고이정도면가격대비퀄리티가좋습니다편하게꾸안꾸코디로입기좋은거같아요다른색상이사고싶어지네요,0,0,7,0,0,False,296,214,292,True,거대한카키래플,"('S', None)",0,False,1,keep,unique,True,84692317
